9.8678696059,5.3231695488,1.1919865482
10.3387145256,5.509697613,1.4868856221
10.3246181674,5.5709658081,1.4603149657
9.7934050359,5.8026858964,1.3457282395
9.1714442834,5.4430205073,1.7916745617
9.0814318178,5.5834833471,2.2953723737
9.4448022692,5.8346029488,2.3678381074
9.0266151294,5.5022863618,2.4956827843
9.1832572047,5.3361231247,2.4580419336
9.2957141833,5.6056043367,2.6322168487
9.7487300234,5.9735991075,2.6885181152
9.5534861016,5.6694852492,2.3990189407
8.8940301153,5.8429777615,1.0766735527
8.8590168127,5.5769803394,1.398721495
9.7746217813,5.8285859145,0.855563029
9.7761535425,5.8784414311,0.9231513818
9.4807273821,5.9972478534,1.1430550444
9.1941762754,5.828220089,1.3143479731
9.0800845963,6.203449894,0.6630449638
8.9552660833,6.0769048174,0.5534953153
9.0757881807,5.8831005433,0.6002939427
8.9930805227,6.6487418479,0.8255227877
9.3099115409,6.6055432785,0.9508975482
9.2860994689,6.7205522747,0.822768396
9.1261135885,6.9128551999,0.8341181219
9.131441274,7.093427305,0.6529994689
9.0945153662,7.2505036025,0.3711520292
9.7946266652,6.6823327114,0.7115650861
9.8379219787,7.6498684396,0.5574614491
9.944046034,7.8121918859,0.6164111643
9.8834810798,7.6606484015,0.7413314902
9.1194441258,7.8275337152,1.2266952883
9.0272386472,7.9743428698,1.3078703716
9.0298127545,8.2471641322,1.0980688988
9.1972804729,8.3402137127,1.0430182348
9.2116435344,8.3155286282,0.8625541378
9.3033218013,8.1680549053,0.8867281555
9.333058669,8.520953055,1.3094137722
9.9191284757,7.5732524703,1.4549112491
9.9890854952,7.6605152375,1.18862591
9.8022614416,7.6895733945,1.2384430043
9.8993842879,7.8065077615,1.0355144948
9.9202415964,8.0416986237,1.0666577193
9.7717373544,8.0225264527,1.0307362359
9.7810065184,8.1717457001,1.0112443587
9.7338480729,8.1378432028,1.3894852465
9.8035015937,8.3378871603,1.3299508113
9.7663661153,8.3050096127,1.6405209949
9.9114690439,8.259404142,1.5194887067
9.9360637046,8.6862025419,1.289619773
9.7317064357,9.0735489546,0.7343667889
9.7752470513,9.259705796,0.8016392527
9.8193761415,9.4242250282,1.0597231802
8.4175292935,7.7596540663,1.8771065745
7.9208771576,7.3081255577,3.2540050919
8.0706618512,7.3074552323,3.2188412289
8.2399274711,7.611024107,3.0755886257
7.5533444245,7.3764353613,3.7549585635
7.7539153434,7.3423548323,3.6997952061
7.7536552419,7.3042454047,4.0800241514
7.9286091787,7.2927591356,4.0265223635
8.2155859972,7.5099152899,3.7314053709
8.4780245369,7.61187722,3.4941797119
8.5527598779,7.4428620962,3.5620252135
8.5344866263,7.8259371868,3.5148481657
7.5678604556,7.1296137397,4.8486375063
7.8452567893,7.1631933393,4.792741176
8.8703472649,7.0921855259,2.5451925314
8.9244470079,6.943765763,2.4352775267
9.0041400788,6.8984345675,2.5838712851
8.6417083458,6.1952049912,2.805717496
8.8259362025,6.2305486381,2.8530838851
8.6490604616,6.3585408717,2.6978325223
8.753620466,6.2580766609,2.5997282801
8.77675608,6.3844316284,2.083781635
9.0876962818,6.433470139,2.7916518632
9.1578855873,6.7459158822,2.6804665443
9.2861029732,6.5284619862,2.8015223301
9.3919441802,6.591081971,2.8589673487
9.3565883934,6.44303329,3.1146068912
9.4032843944,6.8264877227,2.5486114602
9.5043442137,6.7648545782,2.2278319549
9.6417122426,6.8357736574,2.3050511045
9.4399753253,7.0589818892,2.2189137857
9.5338120001,7.0332289272,2.1817778693
9.6201874872,7.2385651516,2.2981359016
9.7230621662,7.0710632661,2.4666021621
9.7301875654,7.2932981744,2.4670029682
9.023932013,6.9170230822,2.564663195
9.1590858153,7.5747179624,2.6417549063
9.1642268959,7.3881997229,2.7074638198
9.3127395232,7.621243441,2.7839862676
8.5278989518,7.0102412453,3.3078853615
8.4100900078,6.9833174666,3.4807522685
8.9316400529,6.9349858264,3.2037392575
7.9028977053,6.1760569125,3.8238515345
8.0494037367,6.2391264508,3.9364834981
8.2005139376,6.1365457587,3.8540803322
7.9305535105,6.0576238249,4.0423241028
7.8880462924,5.9278863172,4.2075675354
8.2106643742,6.0378518529,4.2660177605
7.9392012217,6.466617957,4.2872785659
8.0456302776,6.6551171984,4.340675944
7.3823105804,6.8291311028,4.88657322
7.6118365137,6.7407191079,4.8444088617
7.7836426994,6.5606899215,4.8460626482
7.749480789,6.6081815272,5.0300789944
7.9787818672,6.5908828508,5.052131775
8.047145143,6.4180592872,5.0428129249
7.5264664522,6.6765618552,5.4654702567
7.6097038563,6.4919825658,5.5003876913
7.6390327529,6.5190166053,5.6091563156
7.886888742,6.4448659217,5.5263766939
8.0004440106,6.4036684415,5.0605873747
7.9507996602,6.6277811621,5.0731104205
7.6108578398,6.136835866,5.3244889034
7.4161710572,6.1648153196,5.5091652499
6.7970215829,5.9800028681,5.8366677213
6.6755721912,6.0797237886,5.981443497
6.9972526497,6.120300129,6.0529516766
7.5979936552,6.0434705216,6.1161441163
7.4227663661,6.5158234232,7.5474660095
7.332889192,6.4931247222,7.7084894175
7.3646566071,6.2077658336,7.7271652898
7.1655016583,6.2865057933,7.8676352634
7.2338394574,6.4173213786,8.1098297497
7.2268687096,6.3127308366,8.0887763247
7.1252653382,6.497171205,8.2089553121
6.8409737365,6.3944639822,8.3848979665
7.1662497045,6.7845878776,7.8838074277
7.8204285597,6.9197181509,9.5999812103
7.7644085459,7.1168044664,9.6293208388
7.6035125448,7.023738741,9.7391390681
6.8915289869,7.9768992678,8.9590742526
9.2463970797,10.2758127563,0.3959816041
9.1114351386,10.365609863,0.4981928412
9.7021619298,10.1957204438,0.7261689442
8.9831507327,9.6219782235,1.3365322907
8.6346300672,9.5847265513,1.3212768803
8.6280492761,9.417936648,1.3082012791
8.704908107,9.457197231,1.1687968676
8.7813482347,9.4221527792,1.2633417895
8.9634730017,9.5933745911,1.7217417595
9.0958277948,9.5962872363,1.6919217895
8.7790702421,9.1358765168,1.1748863662
9.0929446195,9.1509455258,1.6986426279
9.2163129092,9.0254388372,1.7554104063
8.2615715609,8.6758193498,2.8225452488
8.3619359613,8.8444989981,2.8654756755
8.5177589655,8.6294386432,3.0798051303
8.5771892725,8.4853725852,3.1890154079
8.4667118565,8.5313880608,3.376449799
8.5941126744,8.6275245988,3.4717857262
8.6555841198,8.9260731197,3.3476561709
8.6270002344,8.7268375482,3.3275962192
8.7004592537,9.1497875373,3.5195082344
8.9355979266,9.1495145449,3.5623866019
8.8364671077,8.973969865,3.3746943092
8.9070733016,8.8500803397,3.3241071807
8.9101207417,8.7139402916,2.9204813779
9.0467591221,8.6494237215,3.0452357963
9.1865958159,8.9207818071,3.1450744869
9.3413817931,8.9765928918,3.239231916
9.0336161254,8.3811936126,3.03801018
9.076540795,8.2965396829,3.1525799634
9.2599914446,8.348559521,3.059430948
9.2691574816,8.3502848643,3.2831798143
8.4223609307,8.4142997855,3.7874451806
8.3219046671,8.253862881,4.1028117431
8.3907026344,8.1784441986,3.984503309
8.8883629493,8.0722593184,3.8445091714
8.678124188,7.7050836186,4.2655841015
8.679473099,7.5337520173,4.0872655058
8.720551808,7.9836538979,4.2202653589
8.7941203372,8.1066780138,4.399761076
8.9779549597,8.3830215823,4.1467547761
9.0603214476,8.384201942,4.3860634589
8.6442841426,8.3743083841,4.6543243244
8.8355059867,8.5328606554,4.5662343198
8.528964952,8.8496456794,4.3797356669
8.7878274632,8.8226369836,4.3690321429
8.1398842161,7.8724415143,4.6588623813
8.1181654718,8.019408676,4.7879724914
8.5432364633,8.0707353167,4.855233879
8.538211025,8.2494742894,4.8894142184
7.817581022,8.3929719288,5.2691594587
8.0151685485,8.5566864005,5.2130979249
8.0655797807,8.5897312792,4.9481375298
8.2118631003,8.7378533943,4.865373615
7.8381145569,8.4000537743,5.2747947104
7.9985286833,8.5129762637,5.1790289727
8.1115651567,8.6200564025,4.9164585831
8.2352995222,8.7700654037,4.852841871
7.4781847641,8.2562985052,6.2941528147
7.1485598823,8.3271344195,6.1839262076
6.9521779701,8.1851080919,6.0945009651
