1.7403919547,16.411665665,8.7774804028
1.6171510093,16.2790546189,8.7095097043
1.6514238688,16.2453795266,8.4109050049
1.4814947914,16.2725756407,8.1919413748
0.8631549567,16.6881356079,7.7683309944
1.0032802265,15.5974360292,7.4501168981
1.3987345373,15.5379960853,7.2401280695
0.7022081216,16.8024522515,6.6819482314
0.7882115567,16.9744747036,6.8874974681
1.4821551514,15.6526274915,6.3250876712
1.3434702353,15.3683381699,6.2901746796
1.4121948936,15.1453197969,6.1673102603
0.9041368081,15.4460163222,5.8362022866
1.1449280959,15.5456089598,5.6016415754
0.4602379427,15.5996357379,5.2751646168
0.6240762856,15.6253283756,5.0506283121
0.3727316725,15.7539097096,5.1776731917
0.6301011108,16.6564096658,5.389795147
0.4196140907,16.6059801924,5.3680312846
0.8835640414,16.0193530745,5.3287798883
0.4877552804,16.2872574698,4.9809290475
0.9616831038,16.0710342142,4.912581948
0.7894091956,16.0484887018,5.0301505961
0.9602372628,16.1937868708,4.7790539602
0.8767681476,16.3524162057,4.6449165344
0.9994112093,16.1660329449,4.5044496897
0.6910467995,15.6117964625,5.118280869
0.7025281093,15.5498789678,5.324477653
0.4112702223,15.7750910422,5.1136761988
0.9855269248,16.2546488157,4.9458388377
1.0075139731,16.2093570438,4.6760478693
0.8929471953,16.3879677336,4.7947937796
0.6503182873,16.2368546542,4.414876953
0.9575515191,16.4970728347,4.428851724
1.0957707886,16.6797144882,4.3520436431
0.4256538092,15.7773921257,3.8481365266
0.4444623136,16.3026193863,3.3554854571
0.2897898824,16.5055336283,3.3653219046
0.0968023329,17.2854110881,3.6025596017
0.4487203694,17.0439232219,3.2458251186
0.187006472,17.3475234478,2.5688121612
0.3759960047,17.510867213,2.5334172324
0.1220022075,17.5558379646,2.3167073776
-0.2560033592,17.3955273094,2.2570241655
-0.4690189774,17.2518624015,2.1689283099
-0.6061124182,17.449806273,2.1319347251
-0.4873732037,17.7371738852,1.4270205432
-0.4961027657,17.6183501917,1.2978511725
-0.3857113306,17.987780355,1.2619447076
-0.8299138805,18.3027717328,1.248227191
-0.4971592542,18.0486841014,1.0764241966
-0.6029375712,18.0873488378,0.8603007515
-0.530030857,17.1433969631,0.4040241461
-0.5880750822,16.9631760405,0.4858843231
-0.8871225769,17.236662935,0.4394601568
-0.6508800447,16.5680498603,0.5189625554
-0.8680687391,16.6249240197,0.2888161549
-1.0604617128,16.3813634762,0.4046161251
-1.0924462232,16.4354877494,0.1951799771
-1.0529084743,16.2136667257,1.5758407367
-1.2149737276,15.7451511744,1.583903415
-0.7308480792,15.5762081394,1.9961041206
-1.0956309574,15.665238771,0.4647198864
-1.201783235,15.8385031273,0.403053576
-0.9966051428,15.3082827181,0.1776925682
-0.9504814715,15.021127117,0.0955487921
-1.1338395697,15.0428283398,0.1731092994
-1.0141802847,14.8678969306,1.4016681369
-1.1265760004,14.9933221282,1.1568289564
-1.1137836229,15.0715857514,1.3567866828
0.5459712484,17.8420907039,3.8361489527
0.649911865,18.5782074647,3.2328108492
0.5300179786,18.7558889477,3.2294751812
0.3586615968,18.6071233214,3.3255780796
0.1806234245,18.5931012423,3.6151455452
-0.1815531819,18.6465011235,3.2087668906
-0.0584350752,18.889508298,3.120710225
-0.3241524024,18.4543909981,3.0693597268
-0.4914294485,18.3519629941,3.0308259406
-0.2829939702,18.3184190008,3.0295662762
-0.1925570444,17.9592109248,3.1217865034
0.6278035942,17.8628791777,3.8102680988
